,property_type,place_name,state_name,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_per_m2,rooms,terraza,patio,parrilla,salon,laundry,pileta,cochera,estado_nuevo,estado_a_reciclar
740,apartment,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
741,apartment,Boedo,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,6.0,1,0,1,0,1,0,0,0,0
742,apartment,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,6.0,1,0,1,0,1,0,0,0,0
743,apartment,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,5.0,1,0,1,0,1,0,0,0,0
744,apartment,Almagro,Capital Federal,-34.61591370000001,-58.41585870000001,289000.0,228.0,167.0,1267.5438596491229,4.0,1,0,1,0,1,0,0,0,0
746,apartment,Caballito,Capital Federal,-34.6259473144,-58.4328219442,158000.0,71.0,62.0,2225.3521126760565,3.0,0,0,0,0,1,0,0,0,0
748,apartment,Belgrano,Capital Federal,-34.572860247,-58.4396162589,585000.0,304.0,185.0,1924.342105263158,4.0,0,1,1,0,1,0,1,1,0
749,apartment,Belgrano,Capital Federal,-34.572860247,-58.4396162589,585000.0,304.0,185.0,1924.342105263158,6.0,0,1,1,0,1,0,1,1,0
751,apartment,Palermo,Capital Federal,-34.5803723,-58.4143806,465000.0,159.0,140.0,2924.5283018867926,4.0,1,0,0,0,1,0,1,0,0
753,apartment,Palermo,Capital Federal,-34.57154091,-58.4321322175,185000.0,36.0,33.0,5138.888888888889,2.0,0,0,0,0,0,0,1,0,0
781,apartment,Coghlan,Capital Federal,-34.5644671,-58.4723081,138000.0,66.0,56.0,2090.909090909091,2.0,1,0,0,0,0,1,1,1,0
789,apartment,Flores,Capital Federal,-34.6329048,-58.46720799999999,63000.0,31.0,31.0,2032.258064516129,1.0,0,0,0,0,0,1,0,1,0
790,house,Caballito,Capital Federal,-34.610347999999995,-58.4477353,250000.0,110.0,99.0,2272.7272727272725,4.0,1,1,0,0,0,0,0,0,0
791,apartment,Abasto,Capital Federal,-34.6077076,-58.4119182,99000.0,52.0,52.0,1903.8461538461538,3.0,0,0,0,0,0,0,0,0,0
805,PH,Palermo,Capital Federal,-34.5845904,-58.4304664,110000.0,35.0,35.0,3142.8571428571427,1.0,1,0,0,0,0,0,0,0,0
816,apartment,Nuñez,Capital Federal,-34.5499327522,-58.450782827,360000.0,147.0,143.0,2448.9795918367345,4.0,0,0,0,0,1,0,0,0,0
817,apartment,Belgrano,Capital Federal,-34.5499217064,-58.4508016024,360000.0,147.0,143.0,2448.9795918367345,4.0,0,0,0,0,1,0,0,0,0
818,apartment,Belgrano,Capital Federal,-34.5639829756,-58.45013017300001,1450000.0,463.0,286.0,3131.7494600431964,5.0,1,0,0,0,1,0,1,1,0
819,apartment,Versalles,Capital Federal,-34.6346259,-58.5102914,125000.0,50.0,48.0,2500.0,3.0,0,0,0,0,1,0,0,1,0
820,PH,Villa del Parque,Capital Federal,-34.6100791,-58.47885079999999,280000.0,230.0,160.0,1217.391304347826,5.0,1,0,1,0,0,1,0,1,0
827,apartment,Monte Castro,Capital Federal,-34.6182787,-58.50052120000001,97000.0,51.0,45.0,1901.9607843137255,2.0,0,0,0,0,0,0,1,1,0
828,apartment,Floresta,Capital Federal,-34.6325102,-58.4861727,69000.0,40.0,40.0,1725.0,2.0,0,0,0,0,1,0,0,0,0
829,apartment,Monte Castro,Capital Federal,-34.618587700000006,-58.4996568,135000.0,63.0,53.0,2142.8571428571427,3.0,0,0,0,0,0,0,0,0,0
838,apartment,Retiro,Capital Federal,-34.600208096799996,-58.3782497051,140000.0,45.0,45.0,3111.1111111111113,2.0,1,0,0,0,0,0,0,0,0
840,apartment,Recoleta,Capital Federal,-34.586109,-58.3875047,179500.0,40.0,4.0,4487.5,2.0,0,0,0,0,1,0,0,1,0
842,store,Capital Federal,Capital Federal,-34.6108622,-58.4117063,53000.0,24.0,24.0,2208.3333333333335,2.0,0,0,0,0,0,0,0,0,0
845,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,900000.0,1250.0,460.0,720.0,4.0,0,0,1,0,1,1,1,0,0
846,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,495000.0,371.0,300.0,1334.2318059299191,4.0,0,0,1,0,1,1,0,0,0
867,PH,Parque Patricios,Capital Federal,-34.633308,-58.407493,70000.0,30.0,30.0,2333.3333333333335,1.0,1,0,0,0,0,0,0,0,0
868,apartment,Saavedra,Capital Federal,-34.555898,-58.479251,98000.0,41.0,41.0,2390.243902439024,2.0,0,0,0,0,1,0,1,0,0
869,apartment,Coghlan,Capital Federal,-34.563687,-58.474474,270000.0,83.0,83.0,3253.012048192771,3.0,1,0,1,1,1,1,1,0,0
870,apartment,Saavedra,Capital Federal,-34.555898,-58.479251,117000.0,72.0,72.0,1625.0,2.0,0,1,0,0,1,0,0,0,0
871,PH,Parque Patricios,Capital Federal,-34.633208,-58.410401,165000.0,20.0,20.0,8250.0,3.0,1,1,0,0,1,0,1,0,0
876,apartment,San Nicolás,Capital Federal,-34.605661,-58.388343000000006,250000.0,382.0,382.0,654.4502617801047,17.0,0,0,0,0,0,0,0,0,0
877,apartment,Monserrat,Capital Federal,-34.609988,-58.374932,300000.0,472.0,472.0,635.5932203389831,22.0,0,0,0,0,0,0,0,0,0
882,PH,Villa Santa Rita,Capital Federal,-34.621961,-58.47986,168000.0,20.0,20.0,8400.0,4.0,1,1,1,0,1,0,1,1,0
887,apartment,Monserrat,Capital Federal,-34.610201,-58.373247,270000.0,145.0,145.0,1862.0689655172414,6.0,0,1,0,0,0,0,0,1,0
888,apartment,Monserrat,Capital Federal,-34.610246000000004,-58.373263,275000.0,135.0,135.0,2037.037037037037,5.0,0,0,0,0,0,0,0,1,0
890,apartment,Palermo,Capital Federal,-34.589059000000006,-58.410881,375000.0,137.0,137.0,2737.2262773722628,4.0,0,0,0,0,0,0,0,0,0
891,apartment,Flores,Capital Federal,-34.613255,-58.469753,104900.0,55.0,55.0,1907.2727272727273,3.0,0,0,0,0,1,0,0,0,0
893,apartment,Flores,Capital Federal,-34.627946,-58.46149200000001,249000.0,158.0,158.0,1575.9493670886077,6.0,1,1,0,0,0,0,1,0,0
901,apartment,Capital Federal,Capital Federal,-34.6108622,-58.4117063,120000.0,62.0,61.0,1935.483870967742,3.0,0,0,0,0,0,0,0,1,0
913,store,San Cristobal,Capital Federal,-34.620643,-58.407774,360000.0,273.0,183.0,1318.6813186813188,2.0,0,0,0,0,0,0,0,0,0
914,apartment,Belgrano,Capital Federal,-34.5663225,-58.46308570000001,170000.0,69.0,69.0,2463.768115942029,2.0,1,0,0,0,0,0,1,0,0
927,apartment,Flores,Capital Federal,-34.623473,-58.45892779999999,92000.0,68.0,35.0,1352.9411764705883,1.0,0,1,0,0,0,0,0,1,0
929,apartment,Parque Chas,Capital Federal,-34.58423,-58.47870089999999,164220.0,76.0,46.0,2160.7894736842104,2.0,0,0,0,0,1,0,1,1,0
933,PH,Las Cañitas,Capital Federal,-34.5724217384,-58.4314505154,158000.0,55.0,55.0,2872.7272727272725,2.0,0,0,0,0,0,0,0,0,0
958,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,84500.0,33.0,33.0,2560.6060606060605,2.0,0,0,0,0,0,0,1,0,0
959,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,87500.0,33.0,33.0,2651.5151515151515,2.0,0,0,0,0,0,0,1,0,0
960,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,89000.0,33.0,33.0,2696.969696969697,2.0,0,0,0,0,0,0,1,0,0
962,apartment,Congreso,Capital Federal,-34.607641,-58.391615,87000.0,44.0,44.0,1977.2727272727273,2.0,1,1,1,0,1,0,0,1,0
965,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,100000.0,33.0,33.0,3030.3030303030305,2.0,0,0,0,0,0,0,1,0,0
967,apartment,Palermo,Capital Federal,-34.580503566,-58.4058744847,138000.0,35.0,35.0,3942.8571428571427,2.0,0,0,0,0,0,0,1,0,0
969,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,86000.0,34.0,34.0,2529.4117647058824,2.0,0,0,0,0,0,0,1,0,0
970,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,87500.0,34.0,34.0,2573.529411764706,2.0,0,0,0,0,0,0,1,0,0
971,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,89000.0,34.0,34.0,2617.6470588235293,2.0,0,0,0,0,0,0,1,0,0
972,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,90500.0,34.0,34.0,2661.764705882353,2.0,0,0,0,0,0,0,1,0,0
973,apartment,Chacarita,Capital Federal,-34.584971,-58.454193,100000.0,34.0,34.0,2941.176470588235,2.0,0,0,0,0,0,0,1,0,0
979,apartment,Balvanera,Capital Federal,-34.602067,-58.40230500000001,240000.0,124.0,124.0,1935.483870967742,5.0,1,0,0,0,0,0,0,0,0
980,apartment,Congreso,Capital Federal,-34.611754,-58.398213,139000.0,82.0,82.0,1695.121951219512,3.0,0,0,0,0,0,0,0,1,0
981,PH,Floresta,Capital Federal,-34.646489,-58.470771,117000.0,54.0,54.0,2166.6666666666665,3.0,1,0,1,0,1,0,0,0,0
982,apartment,Flores,Capital Federal,-34.617942,-58.460455,88000.0,46.0,46.0,1913.0434782608695,1.0,0,1,0,0,0,0,1,1,0
983,apartment,Flores,Capital Federal,-34.617048,-58.460831000000006,103500.0,51.0,51.0,2029.4117647058824,2.0,1,0,0,0,0,0,0,1,0
984,apartment,Flores,Capital Federal,-34.617048,-58.460831000000006,86000.0,44.0,44.0,1954.5454545454545,1.0,1,0,0,0,0,0,0,0,0
989,apartment,Flores,Capital Federal,-34.638369299999994,-58.4790524,74000.0,55.0,45.0,1345.4545454545455,2.0,0,1,0,0,1,0,0,0,0
990,house,Colegiales,Capital Federal,-34.5764717713,-58.4607502897,1550000.0,660.0,660.0,2348.4848484848485,10.0,1,1,1,0,1,1,1,0,0
997,PH,Villa del Parque,Capital Federal,-34.603577,-58.478143,279000.0,150.0,150.0,1860.0,4.0,0,1,1,0,1,0,0,0,0
1008,apartment,Flores,Capital Federal,-34.6269413949,-58.4692424492,96000.0,51.0,46.0,1882.3529411764705,2.0,0,0,0,0,0,1,0,0,0
1009,apartment,Flores,Capital Federal,-34.625064431300004,-58.4714895185,238000.0,131.0,122.0,1816.793893129771,5.0,0,0,0,0,0,0,1,0,0
1014,PH,Almagro,Capital Federal,-34.6057422,-58.42451970000001,230000.0,97.0,87.0,2371.134020618557,2.0,0,1,0,0,1,0,0,1,0
1024,store,Barrio Norte,Capital Federal,-34.594304,-58.403685,65000.0,56.0,56.0,1160.7142857142858,1.0,0,0,0,0,0,0,0,0,0
1065,apartment,Capital Federal,Capital Federal,-34.6108622,-58.4117063,265000.0,77.0,69.0,3441.5584415584417,2.0,1,0,1,0,1,1,1,0,0
1068,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,420000.0,670.0,240.0,626.8656716417911,4.0,0,0,1,0,1,0,1,0,0
1076,apartment,Capital Federal,Capital Federal,-34.6108622,-58.4117063,255000.0,101.0,88.0,2524.7524752475247,2.0,0,0,1,0,1,1,1,0,0
1081,apartment,Capital Federal,Capital Federal,-34.5479037398,-58.4659963265,82000.0,56.0,47.0,1464.2857142857142,2.0,0,1,1,0,0,1,1,0,0
1090,apartment,Palermo,Capital Federal,-34.5810409,-58.40622140000001,134000.0,34.0,30.0,3941.176470588235,1.0,0,0,0,0,0,1,1,0,0
1091,house,Mataderos,Capital Federal,-34.652398100000006,-58.49385600000001,165000.0,222.0,69.0,743.2432432432432,4.0,0,1,0,0,0,0,1,0,0
1092,apartment,Palermo,Capital Federal,-34.5731105,-58.4224486,1080000.0,199.0,191.0,5427.13567839196,5.0,1,0,0,0,1,1,1,0,0
1093,apartment,Recoleta,Capital Federal,-34.5854359704,-58.390531539899996,450000.0,160.0,140.0,2812.5,5.0,1,1,1,0,1,0,1,1,0
1094,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,295000.0,229.0,105.0,1288.2096069868996,1.0,1,0,0,0,0,1,0,0,0
1097,apartment,Barracas,Capital Federal,-34.6395757553,-58.3687689158,165355.0,77.0,66.0,2147.4675324675327,1.0,1,0,0,0,0,1,0,0,0
1119,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,315000.0,257.0,100.0,1225.68093385214,1.0,1,0,0,0,0,1,0,0,0
1134,apartment,Barrio Norte,Capital Federal,-34.5898884,-58.385727,1250000.0,251.0,238.0,4980.0796812749,7.0,0,0,0,0,1,0,1,0,0
1139,apartment,Barrio Norte,Capital Federal,-34.58699620000001,-58.4078855,698000.0,281.0,241.0,2483.985765124555,5.0,1,0,0,0,1,0,1,0,0
1141,apartment,Barrio Norte,Capital Federal,-34.5822561,-58.4029623,430000.0,149.0,139.0,2885.9060402684563,4.0,0,0,0,0,1,0,1,0,0
1142,apartment,Recoleta,Capital Federal,-34.59202929999999,-58.388441500000006,320000.0,108.0,100.0,2962.962962962963,3.0,0,0,0,0,1,0,1,0,0
1143,apartment,Barrio Norte,Capital Federal,-34.595608299999995,-58.3863485,630000.0,309.0,309.0,2038.8349514563106,5.0,0,0,0,0,1,0,1,0,0
1153,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,160000.0,84.0,80.0,1904.7619047619048,1.0,0,0,0,0,0,1,0,0,0
1154,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,182858.0,95.0,87.0,1924.821052631579,1.0,0,0,0,0,0,1,0,0,0
1155,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,224500.0,114.0,106.0,1969.298245614035,1.0,0,0,0,0,0,1,0,0,0
1156,apartment,Belgrano,Capital Federal,-34.5606643,-58.44220870000001,307650.0,90.0,84.0,3418.3333333333335,3.0,0,0,1,0,0,1,1,0,0
1157,apartment,Belgrano,Capital Federal,-34.5606643,-58.44220870000001,385014.0,90.0,84.0,4277.933333333333,3.0,0,0,1,0,0,1,1,0,0
1158,apartment,Belgrano,Capital Federal,-34.5606643,-58.44220870000001,587895.0,140.0,120.0,4199.25,4.0,0,0,1,0,0,1,1,0,0
1159,apartment,Belgrano,Capital Federal,-34.5606643,-58.44220870000001,506468.0,110.0,100.0,4604.254545454545,3.0,0,0,1,0,0,1,1,0,0
1162,apartment,Recoleta,Capital Federal,-34.594097399999995,-58.3911079,95000.0,40.0,25.0,2375.0,1.0,1,0,0,0,0,0,0,0,0
1163,store,Barrio Norte,Capital Federal,-34.593961,-58.38584399999999,590000.0,247.0,247.0,2388.663967611336,1.0,0,0,0,0,0,0,0,0,0
1164,apartment,Barracas,Capital Federal,-34.6396767,-58.369328,218947.0,88.0,81.0,2488.034090909091,1.0,1,0,0,0,0,1,1,0,0
1166,apartment,Recoleta,Capital Federal,-34.5895459,-58.39736360000001,540000.0,170.0,162.0,3176.470588235294,4.0,0,0,0,0,1,0,1,0,0
1170,apartment,Barrio Norte,Capital Federal,-34.5895459,-58.39736360000001,410000.0,134.0,124.0,3059.7014925373132,4.0,0,0,0,0,1,0,0,0,0
1173,apartment,Recoleta,Capital Federal,-34.5908338,-58.39499100000001,360000.0,151.0,151.0,2384.1059602649007,6.0,0,0,0,0,0,0,0,0,0
1175,apartment,Recoleta,Capital Federal,-34.589212100000005,-58.3843262,660000.0,160.0,152.0,4125.0,4.0,0,1,0,0,1,0,1,0,0
1178,apartment,Villa Urquiza,Capital Federal,-34.5769618381,-58.49311388050001,590000.0,247.0,116.0,2388.663967611336,4.0,0,0,0,0,0,0,1,0,0
1179,apartment,Belgrano,Capital Federal,-34.571845399999994,-58.43273170000001,438000.0,130.0,121.0,3369.230769230769,4.0,0,0,0,0,0,0,1,0,0
1196,apartment,Retiro,Capital Federal,-34.5896061,-58.3802473,570000.0,206.0,206.0,2766.990291262136,4.0,1,0,0,0,1,0,0,0,0
1274,apartment,Barrio Norte,Capital Federal,-34.59237529999999,-58.40601329999999,240000.0,76.0,76.0,3157.8947368421054,3.0,0,0,1,0,0,0,1,1,0
1276,apartment,Palermo Chico,Capital Federal,-34.5830421,-58.4000163,2850000.0,529.0,431.0,5387.523629489603,7.0,1,1,0,0,1,0,1,1,0
1278,apartment,Recoleta,Capital Federal,-34.5874491,-58.38540749999999,420000.0,148.0,134.0,2837.837837837838,4.0,0,0,0,0,1,0,1,0,0
1309,apartment,Barrio Norte,Capital Federal,-34.590033,-58.4161744,249000.0,89.0,82.0,2797.752808988764,4.0,0,0,0,0,1,0,1,0,0
1340,apartment,Retiro,Capital Federal,-34.591427,-58.380063,250000.0,85.0,68.0,2941.176470588235,3.0,0,0,0,0,1,0,1,0,0
1341,apartment,Recoleta,Capital Federal,-34.5969883,-58.388055,1380000.0,260.0,260.0,5307.692307692308,6.0,0,0,0,0,1,0,1,0,0
1366,apartment,Barrio Norte,Capital Federal,-34.591717700000004,-58.400682,194000.0,60.0,60.0,3233.3333333333335,4.0,0,1,0,0,0,0,0,1,0
1369,apartment,Barrio Norte,Capital Federal,-34.5924103,-58.3952593,135000.0,43.0,39.0,3139.5348837209303,1.0,1,0,0,0,1,0,0,1,0
1371,apartment,Recoleta,Capital Federal,-34.5882453,-58.3883029,940000.0,227.0,227.0,4140.969162995595,7.0,0,0,0,0,1,0,1,0,0
1374,apartment,Caballito,Capital Federal,-34.606658797600005,-58.4488776741,95000.0,40.0,29.0,2375.0,1.0,1,0,1,0,1,1,0,1,0
1375,apartment,Villa del Parque,Capital Federal,-34.6160627,-58.5014443,99000.0,49.0,45.0,2020.408163265306,1.0,0,0,0,0,0,0,1,1,0
1380,apartment,Parque Chas,Capital Federal,-34.58423,-58.47870089999999,138700.0,70.0,52.0,1981.4285714285713,2.0,0,0,0,0,1,0,1,1,0
1381,apartment,Parque Chas,Capital Federal,-34.58423,-58.47870089999999,133620.0,64.0,47.0,2087.8125,2.0,0,0,0,0,1,0,1,1,0
1384,apartment,Balvanera,Capital Federal,-34.6011557,-58.4006557,100000.0,66.0,62.0,1515.1515151515152,3.0,0,0,1,0,0,0,0,0,0
1385,apartment,Caballito,Capital Federal,-34.6184909411,-58.437848430600006,245000.0,103.0,95.0,2378.640776699029,4.0,0,0,0,0,1,0,1,0,0
1390,apartment,Barracas,Capital Federal,-34.6402642651,-58.378639445,330000.0,130.0,130.0,2538.4615384615386,1.0,0,0,0,0,1,1,0,0,0
1391,apartment,Almagro,Capital Federal,-34.6110583,-58.4201892,73038.0,38.0,34.0,1922.0526315789473,1.0,1,0,1,1,1,0,1,1,0
1392,apartment,Almagro,Capital Federal,-34.5978473909,-58.4260256868,79712.0,44.0,38.0,1811.6363636363637,1.0,0,0,0,0,1,0,1,1,0
1394,apartment,Belgrano,Capital Federal,-34.5598729,-58.443362,1850000.0,360.0,360.0,5138.888888888889,5.0,0,0,0,1,1,1,1,0,0
1396,apartment,Almagro,Capital Federal,-34.5999581619,-58.427445203199994,81200.0,35.0,35.0,2320.0,1.0,1,0,1,1,1,1,0,1,0
1397,apartment,Balvanera,Capital Federal,-34.6031328142,-58.3946243302,148000.0,80.0,89.0,1850.0,4.0,0,0,0,0,0,0,0,0,0
1402,apartment,Liniers,Capital Federal,-34.6473774,-58.5191897,150000.0,4.0,4.0,37500.0,3.0,0,1,0,0,0,0,1,0,0
1405,apartment,Villa Devoto,Capital Federal,-34.5939503,-58.50344079999999,85000.0,43.0,37.0,1976.7441860465117,2.0,0,1,0,0,1,0,0,0,0
1406,apartment,Liniers,Capital Federal,-34.6473774,-58.5191897,83000.0,15.0,15.0,5533.333333333333,2.0,1,0,0,0,0,0,0,0,0
1407,apartment,Liniers,Capital Federal,-34.6473774,-58.5191897,98000.0,48.0,48.0,2041.6666666666667,2.0,0,0,0,0,0,0,0,0,0
1471,apartment,Almagro,Capital Federal,-34.600011149699995,-58.4274237455,81200.0,35.0,32.0,2320.0,1.0,1,0,1,1,1,1,0,1,0
1472,apartment,Balvanera,Capital Federal,-34.6031504762,-58.3945384995,148000.0,80.0,80.0,1850.0,4.0,0,0,0,0,0,0,0,0,0
1482,store,Saavedra,Capital Federal,-34.555073900000004,-58.4877475,230000.0,105.0,105.0,2190.4761904761904,1.0,0,0,0,0,0,0,0,0,0
1483,apartment,San Telmo,Capital Federal,-34.617022,-58.372935,104156.0,48.0,48.0,2169.9166666666665,1.0,0,0,0,0,0,0,1,0,0
1484,store,Palermo,Capital Federal,-34.5734848543,-58.4386236307,300000.0,57.0,57.0,5263.1578947368425,3.0,0,0,0,0,0,0,0,1,0
1485,apartment,Palermo,Capital Federal,-34.573237498800005,-58.43896695340001,102072.0,35.0,35.0,2916.342857142857,1.0,0,0,0,0,1,0,0,1,0
1486,apartment,San Telmo,Capital Federal,-34.617404984000004,-58.3727729772,111100.0,44.0,44.0,2525.0,1.0,0,0,0,0,1,1,1,1,0
1487,apartment,Palermo,Capital Federal,-34.5733788449,-58.4390098688,96251.0,37.0,37.0,2601.3783783783783,1.0,0,0,0,0,1,0,0,1,0
1488,apartment,Monserrat,Capital Federal,-34.6176608639,-58.3836987863,107000.0,57.0,57.0,1877.1929824561403,1.0,0,0,1,0,1,0,1,1,0
1489,apartment,Las Cañitas,Capital Federal,-34.5679842,-58.4337564,138300.0,33.0,30.0,4190.909090909091,1.0,0,0,0,0,0,0,1,0,0
1512,house,Capital Federal,Capital Federal,-34.6108622,-58.4117063,1100000.0,1743.0,389.0,631.0958118187034,4.0,0,0,0,0,1,1,0,0,0
1514,apartment,Capital Federal,Capital Federal,-34.6108622,-58.4117063,460000.0,222.0,150.0,2072.072072072072,2.0,0,0,1,0,1,1,1,0,0
1520,PH,Monte Castro,Capital Federal,-34.6192169,-58.50984570000001,235000.0,118.0,73.0,1991.5254237288136,3.0,0,1,0,0,1,0,1,0,0
1529,house,Villa Pueyrredón,Capital Federal,-34.5795711,-58.5048941,250000.0,150.0,110.0,1666.6666666666667,4.0,0,1,1,0,0,0,1,0,1
1530,house,Monte Castro,Capital Federal,-34.6197008,-58.5030543,355000.0,178.0,155.0,1994.3820224719102,4.0,0,1,1,0,0,0,1,1,0
1532,apartment,San Cristobal,Capital Federal,-34.618949,-58.3944713,80000.0,50.0,50.0,1600.0,2.0,0,0,0,0,0,0,0,0,0
1533,apartment,Barrio Norte,Capital Federal,-34.6057005,-58.37796659999999,120000.0,42.0,42.0,2857.1428571428573,2.0,0,0,0,0,1,0,0,1,0
1534,apartment,Coghlan,Capital Federal,-34.563687,-58.474474,274000.0,83.0,83.0,3301.2048192771085,3.0,1,0,1,1,1,1,1,0,0
1539,apartment,Centro / Microcentro,Capital Federal,-34.598825,-58.37145600000001,109000.0,54.0,54.0,2018.5185185185185,2.0,0,0,0,0,0,0,0,0,0
1542,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,118526.0,42.0,42.0,2822.0476190476193,2.0,0,0,0,0,0,1,0,0,0
1543,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,119144.0,42.0,42.0,2836.7619047619046,2.0,0,0,0,0,0,1,0,0,0
1544,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,119761.0,42.0,42.0,2851.4523809523807,2.0,0,0,0,0,0,1,0,0,0
1545,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,120378.0,42.0,42.0,2866.1428571428573,2.0,0,0,0,0,0,1,0,0,0
1546,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,127710.0,40.0,40.0,3192.75,2.0,0,0,0,0,0,1,0,0,0
1547,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,128393.0,40.0,40.0,3209.825,2.0,0,0,0,0,0,1,0,0,0
1548,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,129076.0,40.0,40.0,3226.9,2.0,0,0,0,0,0,1,0,0,0
1549,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,132437.0,40.0,40.0,3310.925,2.0,0,0,0,0,0,1,0,0,0
1550,apartment,Belgrano,Capital Federal,-34.562708,-58.465375,133130.0,40.0,40.0,3328.25,2.0,0,0,0,0,0,1,0,0,0
1574,apartment,Barrio Norte,Capital Federal,-34.592979,-58.40538000000001,275000.0,82.0,82.0,3353.6585365853657,4.0,0,1,0,0,0,0,1,1,0
1579,apartment,Boedo,Capital Federal,-34.629974,-58.41589000000001,80000.0,35.0,35.0,2285.714285714286,1.0,0,0,0,0,0,0,1,0,0
1587,apartment,Almagro,Capital Federal,-34.56910735,-58.40848979999999,89500.0,41.0,41.0,2182.9268292682927,1.0,0,0,0,0,0,0,1,1,0
1588,apartment,Recoleta,Capital Federal,-34.599090000000004,-58.394179,264000.0,122.0,122.0,2163.934426229508,3.0,1,0,0,0,0,0,0,1,0
1589,PH,Villa Devoto,Capital Federal,-34.607471000000004,-58.504922,177000.0,20.0,20.0,8850.0,4.0,1,1,0,0,1,0,1,0,0
1615,apartment,Recoleta,Capital Federal,-34.590518,-58.388665,176000.0,42.0,37.0,4190.476190476191,1.0,0,0,0,0,0,0,1,1,0
1616,apartment,Recoleta,Capital Federal,-34.590518,-58.388665,227000.0,66.0,32.0,3439.3939393939395,1.0,1,0,0,0,0,0,1,1,0
1617,apartment,Recoleta,Capital Federal,-34.591376000000004,-58.395475,163000.0,89.0,30.0,1831.4606741573034,1.0,1,0,0,0,0,0,1,0,0
1618,apartment,Recoleta,Capital Federal,-34.588761,-58.384762,1250000.0,295.0,295.0,4237.28813559322,5.0,0,1,0,0,1,0,1,1,0
1619,apartment,Coghlan,Capital Federal,-34.565023,-58.47180400000001,181400.0,62.0,47.0,2925.8064516129034,2.0,1,0,1,0,0,1,0,1,0
1620,apartment,Coghlan,Capital Federal,-34.565023,-58.47180400000001,98800.0,38.0,34.0,2600.0,1.0,0,0,1,0,0,1,0,1,0
1621,apartment,Balvanera,Capital Federal,-34.610365,-58.411821,105000.0,45.0,40.0,2333.3333333333335,2.0,0,0,0,0,0,0,0,1,0
1631,apartment,Palermo Soho,Capital Federal,-34.5899723,-58.4236546,90000.0,38.0,38.0,2368.4210526315787,1.0,0,0,1,0,0,1,0,0,0
1648,apartment,Balvanera,Capital Federal,-34.6056268,-58.392264,146000.0,53.0,53.0,2754.7169811320755,3.0,1,0,0,0,0,0,0,1,0
1649,apartment,Centro / Microcentro,Capital Federal,-34.60327279999999,-58.3961414,89000.0,34.0,26.0,2617.6470588235293,1.0,1,0,1,0,1,0,0,0,0
1650,PH,Colegiales,Capital Federal,-34.5776674,-58.4608381,429000.0,265.0,200.0,1618.867924528302,6.0,0,1,0,0,1,0,0,1,0
1652,apartment,Liniers,Capital Federal,-34.640522999999995,-58.5293313,88000.0,67.0,60.0,1313.4328358208954,3.0,0,0,0,0,0,0,0,0,0
